name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
AinB La Barceloneta Apartments,,2.0,3.5,3.0,2.5,3.5,775.0,,,9.0,1.0,2.0,0.0,0.0,6.0,1.0,251.0,27.0,Ciutat Vella / Barceloneta,41.380371,2.18773,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:01:01.378555
AAE Annex,,2.5,4.5,3.5,3.0,3.0,763.0,,,15.0,2.0,1.0,4.0,2.0,6.0,0.0,120.0,37.0,Ciutat Vella / El Port Vell / El Raval,41.374088,2.1775,False,False,False,False,False,False,False,False,False,30.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:01:09.514685
Valley Apartments,,2.5,3.0,4.0,3.0,4.0,774.0,,,12.0,1.0,2.0,1.0,3.0,5.0,1.0,43.0,21.0,La Teixonera / Horta-Guinardó,41.4231,2.148114,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,81 de 100,False,False,False,False,False,False,False,False,15,2020-11-02 18:01:12.592149
Serenity Guesthouse Barcelona,4.0,2.0,1.0,1.0,2.0,1.0,770.0,,,3.0,0.0,0.0,1.0,1.0,1.0,0.0,469.0,197.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.3787,2.17884,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 18:01:16.183186
ArtHostal,2.0,2.5,4.0,3.0,2.5,2.5,751.0,,95 € - 152 €,38.0,2.0,11.0,5.0,8.0,12.0,0.0,396.0,164.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.388569,2.18014,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,False,,100 de 100,True,False,False,False,False,False,False,False,13,2020-11-02 18:01:19.373131
La Mare by The Streets,4.0,2.0,,3.0,1.0,1.0,780.0,,80 € - 191 €,5.0,0.0,1.0,0.0,1.0,3.0,0.0,448.0,90.0,Vila de Gràcia / Gracia,41.402298,2.158552,False,True,False,False,False,False,False,True,False,8.0,False,False,False,False,False,True,,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 18:01:24.192569
AinB Born-Damas,3.0,3.0,4.5,3.5,2.5,3.5,766.0,114.0,56 € - 135 €,27.0,2.0,6.0,11.0,5.0,3.0,0.0,578.0,218.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.383751,2.18287,False,False,False,False,False,False,True,False,False,5.0,False,False,False,False,False,False,,100 de 100,True,True,True,True,True,False,False,True,13,2020-11-02 18:01:28.099961
Julian's Rooms Barcelona,,2.5,4.0,3.5,3.0,5.0,273.0,,,24.0,3.0,5.0,4.0,3.0,9.0,3.0,376.0,44.0,El Ensanche (Eixample) / Sant Antoni,41.37851,2.158267,False,False,False,False,False,False,True,False,False,3.0,False,False,True,False,False,False,,100 de 100,True,False,False,True,True,False,False,True,11,2020-11-02 18:01:32.036139
Fewdays Barcelona Apartments,5.0,2.0,,,,,748.0,,86 € - 227 €,3.0,0.0,1.0,0.0,0.0,2.0,0.0,467.0,109.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.389858,2.16863,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:01:37.096646
Apartamentos Calvet,,2.5,3.5,3.0,2.5,3.5,765.0,,,11.0,1.0,2.0,2.0,1.0,5.0,4.0,323.0,30.0,Sant Gervasi-Galvany,41.394112,2.14409,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,True,,98 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 18:01:41.820665
Estudios Pelayo,,2.5,4.5,3.0,3.0,3.5,771.0,,,33.0,2.0,6.0,8.0,7.0,10.0,2.0,523.0,127.0,Ciutat Vella,41.385822,2.166108,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,False,Céntrico,100 de 100,False,True,False,True,True,False,True,True,12,2020-11-02 18:01:46.768960
Apartamentos Europa,2.5,2.5,3.5,2.5,2.5,3.0,756.0,,57 € - 970 €,100.0,4.0,24.0,20.0,22.0,30.0,2.0,146.0,14.0,Les Corts de Sarrià / Les Corts,41.383129,2.13857,False,False,False,False,False,False,False,False,False,20.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:01:51.240518
Casa de Ricardo,,2.5,4.5,3.5,3.0,3.5,277.0,,,32.0,4.0,7.0,5.0,8.0,8.0,1.0,545.0,86.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.38657,2.159974,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:01:55.571866
BCN-Accommodation,3.0,2.5,5.0,,2.5,3.0,758.0,,,8.0,1.0,1.0,2.0,0.0,4.0,0.0,579.0,194.0,Ciutat Vella / El Raval,41.384773,2.169093,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:02:00.023198
Plaza Catalunya Hostel,,3.0,4.5,3.0,3.0,3.5,741.0,,,66.0,15.0,9.0,11.0,7.0,24.0,0.0,498.0,112.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.3895,2.164967,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,Económico,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:02:07.365664
Castro Exclusive Residences Gracia,3.5,1.0,,,,,728.0,,124 € - 239 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,428.0,86.0,Vila de Gràcia / Gracia,41.40329,2.15889,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:02:10.813636
Studio Mozart Center,4.0,1.0,,,,,721.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,8.0,Barcelona,41.45108,2.22207,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,65 de 100,False,False,False,False,False,False,False,False,21,2020-11-02 18:02:15.015474
LivingRoom City Center,,2.5,4.0,3.5,3.5,3.0,745.0,,,22.0,4.0,4.0,1.0,4.0,9.0,4.0,396.0,59.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.393589,2.17292,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,True,False,False,True,True,False,False,False,13,2020-11-02 18:02:18.436155
Urban Town Suites,3.0,1.0,,,,,726.0,,116 € - 190 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,18.0,El Putxet i el Farró,41.4049,2.14126,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:02:21.503091
Plaza Spain Guest House,,3.0,3.5,4.0,3.0,4.0,270.0,,,39.0,6.0,9.0,6.0,6.0,12.0,0.0,272.0,36.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.377621,2.15216,False,False,False,False,False,False,True,False,True,5.0,False,False,False,False,False,False,Económico,100 de 100,True,True,True,True,True,False,False,True,11,2020-11-02 18:02:32.794602
Hostal Albi Las Ramblas,,3.0,2.5,4.0,3.0,2.5,747.0,,,6.0,0.0,3.0,1.0,0.0,2.0,0.0,658.0,264.0,Ciutat Vella / La Rambla / El Raval,41.379379,2.1745,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:02:36.845954
Apartamentos Colombus,4.0,1.5,4.0,,3.0,,739.0,,,3.0,0.0,0.0,1.0,0.0,2.0,2.0,459.0,194.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.378601,2.17869,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:02:40.794488
Ramblas Point Studios,3.0,2.0,,,,,723.0,,,9.0,0.0,2.0,2.0,1.0,4.0,0.0,520.0,132.0,Ciutat Vella / El Raval,41.380661,2.16812,False,False,False,False,False,False,False,False,False,20.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:02:47.907456
Gaudi Pool Apartment,4.0,1.0,,,,,725.0,,150 € - 166 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,16.0,Sant Martí / El Camp de l'Arpa del Clot,41.409889,2.1817,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,15,2020-11-02 18:02:51.416663
Marta Guest House,4.0,1.0,,,,,735.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,485.0,52.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.392689,2.14925,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:03:02.176230
Boqueria Center Room Bcn,,1.0,,,,,731.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,618.0,214.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.385109,2.17061,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:03:05.841696
Stay Barcelona Gracia Apartments,,1.0,,,,,730.0,,42 € - 177 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,335.0,65.0,Vila de Gràcia / Gracia,41.405319,2.15845,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 18:03:09.933156
Hostal Romay,,2.5,4.0,3.0,2.5,3.0,732.0,,85 € - 129 €,38.0,3.0,7.0,14.0,0.0,14.0,0.0,601.0,261.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.380192,2.1793,False,False,False,False,False,False,True,False,False,9.0,False,False,False,False,False,False,,100 de 100,True,False,False,True,True,False,False,False,12,2020-11-02 18:03:24.441926
Raval Attic,4.0,1.0,,,,,729.0,,92 € - 117 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,497.0,118.0,Ciutat Vella / El Raval,41.379471,2.16843,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:03:28.404094
Habitat Apartments ADN,3.5,1.0,,,,,720.0,,58 € - 176 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,218.0,31.0,Sants-Montjuïc / Hostafrancs,41.375118,2.14453,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,10,2020-11-02 18:03:32.088297
Downtown Apartments,3.0,2.5,4.0,3.5,2.0,3.0,724.0,,,16.0,2.0,2.0,2.0,7.0,3.0,1.0,603.0,250.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.38409,2.18169,False,False,False,False,False,False,True,True,False,10.0,False,False,False,False,False,True,,100 de 100,True,False,True,True,False,False,False,False,13,2020-11-02 18:03:35.897159
AB Parc Guell Luxury,3.0,1.0,,,,,744.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,118.0,21.0,El Putxet i el Farró,41.405849,2.14868,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:03:40.274223
Citytrip Ramblas,4.0,2.5,3.0,3.5,2.5,2.5,742.0,,,22.0,1.0,5.0,4.0,5.0,7.0,1.0,534.0,154.0,Ciutat Vella / El Raval,41.378078,2.17196,False,True,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,,100 de 100,True,False,True,True,True,False,False,False,12,2020-11-02 18:03:48.087114
LivingRoom-BCN,3.0,1.5,2.5,1.5,2.0,2.0,734.0,,,4.0,0.0,0.0,1.0,0.0,3.0,1.0,756.0,300.0,Ciutat Vella / La Rambla / El Raval,41.381321,2.17288,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:03:51.372039
BCN Go Urbany Privadas,3.0,2.0,,5.0,5.0,,746.0,,,5.0,1.0,0.0,1.0,0.0,3.0,1.0,476.0,79.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.384506,2.161264,False,True,False,False,False,True,False,False,False,39.0,False,False,False,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 18:03:56.864588
Apartamentos Born Picasso,3.0,1.5,,,,,743.0,,,3.0,0.0,0.0,1.0,0.0,2.0,0.0,757.0,322.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.384312,2.17932,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:04:00.710624
Private Room Center,4.0,1.0,,,,,267.0,,67 € - 84 €,1.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0,29.0,Sants-Montjuïc / Sants,41.375198,2.1407,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,10,2020-11-02 18:04:04.747878
Beach Apartments,2.5,,,,,,,,,,,,,,,,418.0,130.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera",41.383469,2.18509,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:04:16.540542
Autentic Barcelona Monumental,4.0,,,,,,,,226 € - 340 €,,,,,,,,114.0,23.0,El Ensanche (Eixample) / El Fort Pienc,41.401581,2.18221,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 18:04:20.441226
Dali Residence,3.0,,,,,,,,57 € - 160 €,,,,,,,,118.0,20.0,Poblenou / Sant Martí,41.405209,2.20494,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,95 de 100,False,False,False,False,False,False,False,False,16,2020-11-02 18:04:24.601439
Sant Antoni Apartments,4.0,,,,,,,,107 € - 206 €,,,,,,,,411.0,58.0,El Ensanche (Eixample) / Sant Antoni,41.377529,2.1619,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:04:29.075450
Fisas,,,,,,,,,,,,,,,,,117.0,14.0,Sants-Montjuïc / Sants-Badal,41.37719,2.1275,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,10,2020-11-02 18:04:33.968957
Four Petals Barcelona Boutique Apartments,3.5,,,,,,,,92 € - 357 €,,,,,,,,418.0,165.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.388371,2.17395,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:04:37.282829
Weflating City Center,5.0,,,,,,,,,,,,,,,,410.0,83.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392105,2.170545,False,False,False,False,False,False,True,False,False,10.0,False,False,False,False,True,False,,100 de 100,True,True,True,True,True,False,False,True,13,2020-11-02 18:04:40.930881
Top Barcelona Apartments,4.0,,,,,,,,119 € - 444 €,,,,,,,,831.0,366.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.382462,2.1776,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:04:44.533469
Hostel Halley,4.0,,,,,,,,,,,,,,,,586.0,250.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.380249,2.17989,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:04:48.930932
AinB Las Ramblas - Colon Apartments,4.0,,,,,,,,,,,,,,,,610.0,266.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.380871,2.18032,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:04:52.764899
Feelathome Mozart Apartments,2.0,,,,,,,,114 € - 228 €,0.0,,,,,,1.0,446.0,101.0,Vila de Gràcia / Gracia,41.399059,2.15849,False,False,False,False,False,False,True,True,False,,False,False,False,False,False,False,,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 18:04:56.873958
Goda Bed & Breakfast,4.0,,,,,,,,,,,,,,,,145.0,25.0,El Ensanche (Eixample) / El Fort Pienc,41.396019,2.18099,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 18:05:00.473931
Guest House Sant Andreu,2.0,,,,,,,,84 € - 173 €,,,,,,,,53.0,8.0,Sant Andreu de Palomar / Sant Andreu,41.437962,2.18885,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,False,,81 de 100,False,False,False,False,False,False,False,False,18,2020-11-02 18:05:04.505965
Casas Apartamentos Gracia,4.0,,,,,,,,141 € - 298 €,,,,,,,,370.0,82.0,Vila de Gràcia / Gracia,41.400051,2.16311,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:05:08.478535
Borne Building Apartamentos,1.0,,,,,,,,,,,,,,,,515.0,222.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.387341,2.1802,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:05:12.465023
GuessHouse Glorias,4.0,,,,,,,,,,,,,,,,282.0,54.0,Sants-Montjuïc / El Poble-sec,41.37394,2.16885,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:05:16.154508
Apartamento Abrevadero,4.0,,,,,,,,,,,,,,,,400.0,52.0,El Ensanche (Eixample) / Sant Antoni,41.375778,2.16046,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:05:20.065423
Barcelona Domus,,,,,,,,,,,,,,,,,213.0,41.0,El Camp d'en Grassot i Gràcia Nova / Gracia,41.40247,2.16592,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 18:05:24.945325
Sweet Inn Apartments - Ramblas,5.0,,,,,,,,,,,,,,,,,,Barcelona,,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,,2020-11-02 18:07:28.504407
LetsGo Paseo de Gracia Garden,4.0,,,,,,,,123 € - 316 €,,,,,,,,474.0,95.0,Vila de Gràcia / Gracia,41.397221,2.15688,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:07:32.581388
Plaza Universidad Apartments,,,,,,,,,195 € - 399 €,,,,,,,,544.0,85.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.385948,2.16238,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:07:36.380967
Homearound Vintage Suites,3.0,,,,,,,,66 € - 262 €,,,,,,,,65.0,14.0,El Parc i la Llacuna del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.397579,2.1933,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,97 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 18:07:40.644908
Residencia Fructuos,4.0,,,,,,,,,0.0,,,,,,1.0,69.0,20.0,Sants-Montjuïc / La Font de la Guatlla,41.370152,2.14448,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,False,,100 de 100,False,False,False,True,False,False,False,False,10,2020-11-02 18:07:44.906882
Modern Center Apartments,3.0,,,,,,,,102 € - 163 €,,,,,,,,389.0,68.0,El Ensanche (Eixample) / Sant Antoni,41.381618,2.16145,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:07:49.298294
Classbedroom Bonanova Apartment,5.0,,,,,,,,,,,,,,,,,,Barcelona,,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,,2020-11-02 18:09:51.993108
Cosy for big groups!,,,,,,,,,,,,,,,,,72.0,25.0,Barcelona,41.375912,2.10645,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,78 de 100,False,False,False,False,False,False,False,False,9,2020-11-02 18:09:56.037449
VB Simplex B&B,4.0,,,,,,,,,,,,,,,,536.0,121.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.39188,2.15906,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:10:00.100284
Hip Hostel,2.0,,,,,,,,,,,,,,,,481.0,92.0,Vila de Gràcia / Gracia,41.401199,2.15842,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:03.557623
Alcam Gold,4.0,,,,,,,,140 € - 259 €,,,,,,,,124.0,20.0,El Putxet i el Farró,41.404942,2.14004,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:07.541914
Apartamentos Corcega,3.0,,,,,,,,134 € - 333 €,,,,,,,,331.0,68.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.400269,2.16446,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:12.525463
LetsGo Paseo de Gracia,3.0,,,,,,,,107 € - 361 €,,,,,,,,62.0,9.0,La Salut / Gracia,41.412766,2.159881,False,True,True,False,False,False,False,False,False,2.0,False,False,False,False,False,False,,94 de 100,True,False,False,False,False,False,False,False,14,2020-11-02 18:10:20.378866
Eixample Casanova Nextdoor,4.0,,,,,,,,,,,,,,,,502.0,84.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.387039,2.15676,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:10:24.756341
Casa Trippy,3.0,,,,,,,,,,,,,,,,462.0,98.0,Vila de Gràcia / Gracia,41.399429,2.15731,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:28.874471
Urban District - MA31 Apartments,3.0,,,,,,,,,,,,,,,,210.0,21.0,Poblenou / Sant Martí,41.403,2.20057,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,94 de 100,False,False,False,False,False,False,False,False,15,2020-11-02 18:10:32.782078
Diagonal Residence Apartments,3.0,,,,,,,,,,,,,,,,363.0,83.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.398621,2.16454,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:36.595041
Putxet Apartments,3.0,,,,,,,,,,,,,,,,81.0,18.0,El Putxet i el Farró,41.406971,2.14603,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:40.385317
Guest House Carrer Consell,4.0,,,,,,,,,,,,,,,,470.0,70.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.385349,2.15824,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 18:10:44.055879
Born Barceloneta B&B,4.0,,,,,,,,,,,,,,,,344.0,90.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera",41.382648,2.18628,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 18:10:47.559936
APBCN Eixample Rocafort,4.0,,,,,,,,,,,,,,,,240.0,25.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.380211,2.15225,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 18:10:51.725017
